docid,Comments,Lable
100381,එය ලැබෙන විටත් වයරය පැළදු වී තිබුණි.,2
100382,ඒක ටිකක් ලොකුයි.,2
100383,Good,2
100384,හොද මදි,2
100385,කිසිම වැඩක් නෑ කකවුරුත් ගන්නඑපා,2
100386,එය මා වෙත ලැබෙන විටත් ක්‍රියා කරේ නැත.,2
100387,එම සෙවාව පිලිබඳ nawatha laba ganne nh,2
100388,Oder kirinen walaki sitinwa,2
100389,ඒක ගැලපෙන්නේ නෑ,2
100390,ඒක හොඳයි ඒත් එක පැත්තක් Charging නෑ,2
100391,ඒ strip ඇත්තටම හොඳ නැහැ,2
100392,"රතු, නිල් සහ කොළ පමණක් වැඩ කරයි, එය හැර එය හොඳයි.",2
100393,එය පැමිණි නමුත් එය ගරා වැටී ඇත. අඩුම ගානේ තව කාඩ්බෝඩ් එකක් වත් ඕනේ.,2
100394,පබළු වක්‍ර!!! අඩක් කැඩිලා!!! එහි විවිධ ප්‍රමාණ සහ විවිධ පළල ඇත!!!!,2
100395,නිවැරදි අන්කනයන් නොපෙන්වයි.,2
100396,ගුණාත්මකභාවය ඉතා දුර්වල වන අතර ස්විචයන් එකින් එක සම්බන්ධ කිරීමට අවශ්ය වේ,2
100397,"ඉතා වේගයෙන් බෙදා හැරීම, කෙසේ වෙතත් එය නිෂ්පාදනය නරක ය, ශක්තියක් නොමැති අතර ඉතා දුර්වල ය",2
100398,ඉතා ස්ථාවර නොවේ,2
100399,ඔවුන් පෙන්වන ආකාරය ශක්තිමත් නොවේ. අතින් ඉරා දැමිය හැකිය.,2
100400,ඡායාරූපය සමඟ නොගැලපේ. පින්තූරයේ මෙන් නොවේ එය ඉතා දුර්වල ස්වරූපයක් ඇති බව පෙනේ.,2
100401,වැරදි පාටින් එව්වේ.,2
100402,එක දිගට ක්‍රියා කරවිය නොහැක. ඉක්ම්මනින් රත් වේ.,2
100403,"වර්ණය නොගැලපේ, ඡායාරූපයෙහි අළු සමග රෝස ඇනවුම් කල අතර, ඇත්ත වශයෙන්ම අළු සමග සුදු ලැබුනි.",2
100404,එය ටිකක් උණුසුම් වේ නමුත් ස්තූතියි. එය හොඳ අතට හැරෙනු ඇතැයි මම බලාපොරොත්තු වෙමි.,2
100405,"සම්පූර්ණ විකාරයක්, තේරුමක් නැති මුදල් නාස්තිය.",2
100406,"ඉක්මනින් ආරෝපණය නොවේ නමුත් වයර් හොඳයි, ආරෝපණය සියලු පොර්ට් සදහා වල මන්දගාමී වේ.",2
100407,වීඩියෝ එකක වගේ කැපෙන්නේ නැහැ! ගුණාත්මක භාවයෙන් සාමාන්යය!,2
100408,භාණ්ඩවල ගුණාත්මක බවින් අඩුයි. ගල් වල තීන්ත ආලේප කර ඇත.,2
100409,"අවාසනාවකට මෙන්, ජාලකයේ විශාලත්වය ඡායාරූපවලට වඩා බෙහෙවින් කුඩා විය.",2
100410,"එහි ඇත්තේ තුනී පටිය. ඔබට විශාල හෝ විශාල අයිතමයක් තිබේ නම් එය එතරම් ප්‍රයෝජනවත් නොවේ, එයට එතරම් සවියක් නොමැත.",2
100411,"එක් ලාම්පුවක් විශිෂ්ට තත්ත්වයේ තිබුනු අතර, දෙවැන්න කැඩුණු වයර් සමඟ පැමිණියේය.",2
100412,"මම ඒකට කැමති නැහැ, ඒක යට කලිසමක් වගේ එල්ලෙනවා.",2
100413,"ඉතා තියුණු ලෙස දිග හැරෙන අතර, නැමීමට ඉතා අපහසු වේ, වැඩිහිටියෙකු පවා දුෂ්කර ය. ළමයින්ට දෙන්න බැහැ.",2
100414,ප්‍රමාණය ඉතා කුඩා වන අතර වියලි බැටරි වල ධාරිතාව අඩුය සහ ශබ්දය ඉතා වැඩිය.,2
100415,"මුලදී, සිවිලිම මත ඇලවුනි, වැඩිපුර මැලියම් සහ එය වැටෙන්නේ නැත, සති 1 කට පසු එය මැලියම් නැති වී ඇත. ඩැන් එය ඇලෙන්නේ නැත.",2
100416,බල සැපයුම ලැබුනේ නැත.,2
100417,"ඒවා කුඩා බහාලුම් සඳහා ගල් වේ, එය විස්තරයේ සඳහන් කළ යුතුය.",2
100418,මට ලැබුනේ නරක මැහුම් සහ පැල්ලම් සහිත එකක්.,2
100419,එය ලැබීමට බොහෝ කල් ගත විය.,2
100420,"මාර්කර් ප්‍රමාදය, අඩක් වියලීම සහ අඩක් කාන්දු වීම සමඟ පැමිණ ඇත. ඉතා නරකයි.",2
100421,"මම මාස 2 ක් භාණ්ඩ සඳහා බලා සිටියෙමි, විකුණුම්කරු සවන් දුන්නේ නැත.",2
100422,ඉල්ලුම් කරපු color ඒකෙන් නෙමෙයි ඇදුම ලැබුණේ. Material එකත් වෙනස්,2
100423,"මම කළු පැහැති පසුම්බි දෙකක් ඇණවුම් කළෙමි. ඒවායින් එකක අගුල හිර වී ඇත, මට එය කපා දැමීමට සිදු විය.",2
100424,"material එක  ඉතා දුර්වලයි, නිමාව පින්තුරවල මෙන් නොවේ.",2
100425,එය ලැබීමට බොහෝ කාලයක් ගත උනා.,2
100426,"ඉතා කුඩා, රටාව බෙහෙවින් වෙනස්, T-shirt හැඩය වෙනස් වේ.",2
100427,එය ඉතා කුඩා ය,2
100428,ප්‍රමාණයෙන් විශාල විය යුතුයි.,2
100429,"විස්තරයේ සදහන් ප්‍රමාණයට ගැලපෙන්නේ නැත, පපුවේ ප්‍රමාණයට වඩා කුඩාය.",2
100430,දවස් 40කින් ආවා. උෂ්ණත්ව පරිමාණය දුර්වලයි. උෂ්ණත්වය අනුරූප නොවේ.,2
100431,ලැබීමට බොහෝ කල් ගත වියා.,2
100432,මාසයක් තිස්සේ බලා ඉදිමි. තාම ලැබුනේ නැත.,2
100433,මට තේරෙන්නේ නැහැ. ස්විචයේ ස්පර්ශ බොත්තම් ක්රියා නොකරයි. WiFi මගින් පමණක් ඒවා අක්රිය කළ හැකිය.,2
100434,"එය පෙන්වන ආකාරයට එය පැලදූ විට පෙනෙන්නේ නැත, ඒවා ඉතා අඳුරු ලෙස පෙනේ",2
100435,"මම හිතන්නේ එය හොඳ තත්ත්වයේ නැත, මම මගේ එළවළු මත උත්සාහ කළ නමුත් එය හොඳින් ක්‍රියා නොකරයි.",2
100436,බලාපොරොත්තු වූ තරම් සිනිදු නැති අතර ගුණාත්මකභාවය එතරම් හොඳ නැත.,2
100437,ඉතා හුරුබුහුටි නමුත් කණගාටුදායක ලෙස එය කුඩා වැඩිය.,2
100438,නරක තත්වයේ ඇදුමක්.,2
100439,භාවිතා කරන විට එය අදික ලෙස රත් වේ.,2
100440,අවාසනාවකට මම XL ඇණවුම් කළත් ප්‍රමාණය ඉතා කුඩායි.,2
100441,බෙදා හැරීමේ කාලය ටිකක් දිගු විය.,2
100442,ඇදුමේ රෙද්ද විනිවිද පෙනේ. ඉතා ලාබ පාටයි.,2
100443,අයිතමය විස්තර කර ඇති පරිදි නමුත් එය පින්තූරයට වඩා කුඩා විය. බලා පොරොත්තු වූ තරම් විශාල නොවේ.,2
100444,"විස්තරය බොරු, වේගවත් චාජරයක් පවසයි, නමුත් කිසිවක් වේගවත් නොවේ.",2
100445,"කමිසයේ සිදුරු සහිතව පැමිණියෙමි, මම ඒ සඳහා ඉතා උනන්දුවෙන් සිටි නිසා ඇත්තෙන්ම දුක් විය.",2
100446,තෝරාගත් එකක් නොවේ. කුඩා දරුවෙකු මෙන් රෝස පැහැය පැමිණියේය!,2
100447,එය දුර්වල ගුණාත්මක භාවයක් ඇති අතර ඉතා කුඩා වේ.,2
100448,ඇඳුම මට දැඩි විය. මම සාමාන්‍යයෙන් අඳින්නේ කුඩා නමුත් මෙය ඉතා කුඩායි. මට ගැලපෙන්නත් බෑ. ප්‍රමාණය වැඩි කරන්න යෝජනා කරන්නම්.,2
100449,බැටරි වැඩිවෙලා නොපවතී. ඉතා දුර්වල මට්ටමක ඇත.,2
100204,"පැති සවිමත් නැති අතර කොන් පහසුවෙන් කැඩී යා හැක, නමුත් වරදක් නැත.",1
100205,පරිභොගික සෙවාව ඉත පහල මට්ටමක පවතී. කිසිලෙසකට සීහිමකට පත් විය නොහැක.,1
100206,පරිභොගික සේවාව පිලිබදව කිසිසේත් සෑහීමකට පත්විය නොහැක.,1
100207,දුරකථනය බලපොරොත්තු වූ කාලයට නොලබුනි. සතියක් ප්‍රාමද විය. තවද පාරිභෝගික සේවාව ගැන සතුටු විය නොහැක.,1
100208,දුරකථන කවරය බාල අමුද්‍රව්ය යොදා නිමවා ඇත. තවද මා බලාපොරොත්තු වූ වර්නය මෙය නොවේ.,1
100209,සමන්ය වෙලද පොලේ මිලට වඩ ඉතමත් මිල වැඩිය. තවද භාන්ඩ ලබීමට ගතවන කාලය පිලිබදව සතුටු විය නොහැක.,1
100210,ඉතා නරකයි,1
100211,ඉතා නරකයි,1
100212,ඉතා නරකයි,1
100213,සදහන් කර තිබූ විස්තර වලට අනුව සියල්ල නිවරදි ආකරයෙන් ඇනවුම තුල නොතිබුනි. තවද ක්‍රියාකිරීම පිලිබදව තෘප්තිමත් විය නොහැක.,1
100214,මිලදී ගැනීම ගැන පසුතැවිලි වේ.,1
100215,තත්වයෙන් ඉතමත් බාල කලිසමකි. තවද නියමිත දිනට ලැබුනේනම් නැත.,1
100216,මම සෑහීමකට පත් නොවෙමි,1
100217,මෙම වෙබ් අඩවියේ පාරිභොගික සේවාව පිලිබදව කොහොමත්ම සතුටු විය නොහැක.,1
100218,ලබා ගන්න ගොඩාක් කල් ගියා,1
100219,"පරන සපත්තු, එවගේම tracking පිලිබදව විස්තර ගන්න අමරු වුනා මට.",1
100220,Leather එක ගැනනම් සතුටු වෙන්න බැහැ. ගත්තු ගානට සතුටු වෙන්න බැහැ කොහොමත්.,1
100221,customer cඅරෙ එකනම් හොදටම මදි. බඩු එන්නත් කල් ගියා.,1
100222,මෙයාලගෙ packing system එකත් හොදටම අවුල්. මන් special packing එකක් දැම්මෙ gift එකකටනම් කොහොමත්ම ගැලපෙන් නැහැ.,1
100223,ගත්තු ගානට මේකනම් පොඩ්ඩක්වත් වටින් නැහැ. හරියට ගෙදරක මහපු එකක් වගේ.,1
100224,මන් customize කරල ගත්තේ. ඒත් මට ඕන විදියටනම් නැහැ මේක. දැන් කතා කරාම පුලුවන් විදියට තම කරේ කියනවා.,1
100225,ඇදුමෙ sizes discretion එකේ තිබ්බ විදියට නැහැ. බාල රෙදි වලින් මහල තියෙන්නේ.,1
100226,ඔර්ඩ්‍රෙ කරේ නිල් පාට. ආවේ දම් පාට cඔවෙර් එකක්. අහපුවම ඒකලු මන් order කරල තියෙන්නේ.,1
100227,හැම phone එකටම හොදට plug වෙන් නැහැ. Sound quality එකත් අවුල්.,1
100228,Material එකනම් පට්ටම අවුල් . බොරු පෙනුම විතරයි.,1
100229,හැබැයි ගානනම් ටිකක් වැඩියි. වෙලාවට ලැබුනෙත් නැහැ.,1
100230,Quality එකනම් හොදටම අවුල්. බ්‍රන්ඩෙඩ් එකකුත් නෙවේ.,1
100231,Photos වල තිබ්බ පාට order කරපු එකේ නැහැ. ඔක්කොම photos වලින් තමා කරන්නෙ. බොරුව විතරයි.,1
100232,දෙපරක්වත් use කරන්න අමරුයි. Description එකේ තියෙන තරම් මේකෙ battery හොද නැහැ. Delivery වුනත් වෙලාවට කරන් නැහැ,1
100233,remote එක හරියට වැඩ නැහැ. Color patterns තියෙන්නෙත් 3යි.,1
100234,බඩුත් ආව නම් හොදයි. Color සෙට් එකත් අවුල්.,1
100235,Battery හොදටම මදි.,1
100236,පැලේ ලැබිල සතියක් විතර යද්දි මැරුනා. කොච්චර හොදට සාත්තු කරත් වැඩක් උනේ නැහැ. ඇහුවම කියනව අපිට පැල හදන්න දන් නැති එකට එයලට කරන්න දෙයක් නැහැ කියලා.,1
100237,Stick එකේ lock එක හරියට හිර වෙන් නැහැ. Switch එක වැඩත් නැහැ. ඔහොම මිනිස්සු රවට්ටන්න එපා.,1
100238,Sound quality නැහැ මේකේ. ගන්න නම් එපා මේක ජරාවක්.,1
100239,Handle එක flexible මදි. Use කරද්දි set කරගන්න අමාරුයි. අවුල් මටනම් මේක.,1
100240,මේක හදල තියෙ material එක අවුල්. හොදටම damages තියෙනවා.,1
100241,Sizes range එක තව ටිකක් expand මදි. බාල mattel එකකින් හදල තියෙන්නේ.,1
100242,Material එකනම් හොදටම අවුල්. Package එක එද්දිත් leather එක damage වෙලා තිබුනේ. Sellerට කිවුවම no reply.,1
100243,Main shipper එක අවුල්. පාවිච්චි කරන්න හොදටම අමාරුයි ඒ නිසා.,1
100244,ප්‍රින්ට් එක හොදටම අවුල්. හොදටම අවුල්. Free size කිවුවට small කොහෙද.,1
100245,"මම ඇණවුම් කළ දේ නොවේ මා හට ලැබුනේ, විකුණුම්කරු ඒ පිලිබදව පිළිතුරු දෙන්නේ නැත.",1
100246,package එකනම් damage වෙලා. හරියට වැඩ කරන් නැහැ.,1
100247,ඇණවුම 08/20 දින ලැබීමට තිබූ අතර මට එය 08/26 දින ලැබුණි. ලැබීමට දින 6ක් වැඩිපුර ගත විනි. පටිය හරියටම ගැලපෙන්නේද නැත.,1
100248,guide-line එකේ විදියට නෙවේ සෙට් කරන්න තියෙන්නෙ. ඒක වැරදියි. ගෙදරට එද්දි package එකත් damage වෙලා.,1
100249,Description වල තිබුන size එකට වඩා මේක පොඩියි. කත කරාම කියනවා මේක තමාලු size එක.,1
100250,Order එක special දවසකට දාල තිබුනේ. හරියට tracking ගැන details හන්බුනේ නැහැ. Communication කරන්න හරිම අමාරුයි.,1
100251,පාල්සලය ලැබෙන් ඒට ගොඩක් damage වෙලා තිබුනා. Delivery method එකනම් හොදටම අවුල්.,1
100252,විදිමත් ව අසුරා නොතිබූ අතර බලාපොරොත්තු වූ ආකාරයට වඩා තත්වයෙන් බාල වගකීමකින් තොර වූ භාන්ඩයකි,1
100253,පටියනම් හොද මදි. ඉක්මනට හම යනවා.,1
100254,Size එක ගත්තට හරියට punch කරල නැහැ. මේක punch කරන්න ගිහිහින් මගෙ අතින් damage උනා.,1
100255,charge වෙන්න වෙලා යනවා. බාල cable එකක් තියෙන්නේ. බොරු කාරයෙක්,1
100256,Frame එක හොදටම අවුල්.,1
100257,පටි හරියට lock වෙන්නෙ නැහැ watch එකට. Lock එකත් හොදටම අවුල්.,1
100258,වෙලාවට ආවෙ නැහැ. සතියක් පරක්කු වුනා.,1
100259,මම ඇනවුම් කලේ වෙන බාන්ඩයක්.මට හම්බුනෙ වෙන එකක්.ඔයාලට බැරිද හරි ඇනවුම එවන්න.,1
100260,Advice !!! ඇත්තෙන්ම සංගීතයට සවන් දීමට බාස් ප්‍රමාණවත් නැත.,1
100261,භාණ්ඩය විදිමත්ව අසුරා නොතිබූ හෙයින් භාණ්ඩයට බොහෝ හානි වී තිබුනි..මා හට ලැබෙන විටත් එය පාවිච්චි කිරීමට නුසුදුසු තත්වයේ පැවතුනි..,1
100262,"පොදුවේ ගත් කල, එය ඇසුරුම ගැන තෘප්තිමත් විය නොහැක, භන්ඩය පැමිනීමටද සති දෙකක් ගතවිනි.",1
100263,"භාන්ඩය damage වෙලා හොදටම කනගාටුයි මට. ඒ මදිවට ටිකක් කල් ගියා එන්න, නමුත් ඒක shipping method එක මත.",1
100264,මෙම ඇදුම ගැන කිසිසේත්ම තෘප්තිමත් වෙන්නේ නෑ.ඔයාලගේ service එකේ quality එක අඩුයී,1
100265,XXL ප්‍රමාණය ඉතා සුදුසු යැයි සිතූ නමුත් එය ප්‍රමානයෙන් කුඩාය. ප්‍රමානයන් ගැන හරි විස්තරයක් හරියට නැහැ.,1
100266,වැඩිපුර ඇවිදින ලමයින්ටනම් ගැලපෙන් නැහැ. අඩිය ගොඩක් තුනියි. රෙදි වලින් හදල තියෙන්නේ.,1
100267,"භාණ්ඩ ලැබුනේ නැත ... මම මාස 2 කට ආසන්න කාලයක් බලන් හිටියා, විකුණුම්කරු බොහෝ වේලාවක් පිළිතුරු දුන් අතර අවසානයේ එය ඔහුගේ ප්‍රශ්නයක් නොවන බව පැවසුවා ඇත. එම භාන්දයේ පාඩුව මට විදගන්න සිද්ද වුනා.",1
100268,"I hadly refused, my money in waste...I'll never purchase anything from you..",1
100269,Don't make your customers fools...,1
100270,ගුණාත්මකභාවය එතරම් හොඳ නැත. කිහිප වරක් භාවිතා කිරීමෙන් පසු එය වෙනස් වේ.,1
100271,ඒවා ළදරුවෙකුට නොගැලපෙන ප්‍රමාණයනයක්ය.,1
100272,මිලනම් හොදටම වැඩියි.,1
100273,"භාන්ඩ පැමිනීම ගැන විස්වාසයක් නැත, යමක් ඇණවුම් කරන ලෙස මම කිසිවෙකුට නොකියමි.",1
100274,අවාසනාවකට තැපෑල නොපැමිණි අතර මුදල් ආපසු ලැබුනේද නැත.,1
100275,Sellerගේ AddV ඡායාරූප වලට ලිපිය කිසිසේත්ම අනුරූප නොවේ,1
100276,"කාඩ්පත්වල අවම වශයෙන් රිදී රේඛාවක් තිබිය යුතු යැයි යමෙකු සිතනු ඇත, නමුත් නැත",1
100277,"බඩු ආවේ නැත, මුළු මුදලම ආපසු දුන්නේද නැත.",1
100278,"ලැබෙන විට තරමක් හානි වී තිබුනි, හරියට ආවරනය කොට තිබුනේ නැත. ලැබීමට කල් ගියා.",1
100279,කල්පවතින ස්වභාවයක් නැත. එම මිලට වටින් නැහැ.,1
100280,"ගුණාත්මකභාවය ඉතා අඩුයි , මිලදී ගන්න එපා",1
100281,ඇණවුම පැමිණ නැති අතර ඔවුන් වගකි කියන් නැත.,1
100282,ප්‍රමානය වැරදිය. ඉතා තුනී ලෙස නිමවා ඇත.,1
100283,Order කර භාන්ඩය ලැබුනේ නැත.,1
100284,Order කර සති තුනක් ගියත් තවම ලැබුනේ නැත.,1
100285,ලෝහ සිදුරු කිරීම සදහා කිසිසේත්ම සුදුසු නොවේ.,1
100286,ඒවා ඉතා කුඩයි. පින්තූර වලට රැවටෙන්න එපා.,1
100287,පැමිණෙන විට එය කැඩී තිබුනි.,1
100288,"නිෂ්පාදනයක් ක්‍රියා නොකරයි, මම ඔහුට පැමිනිලි කලෙමි.",1
100289,මේක මට හරියන්නේ ආයේ ඒවන්නා බැයිද,1
100290,Bag එකේ material එක පාට size එක සම්පූර්ණයෙන්ම වෙනස්. ගනුදෙනුව ගැන සෑහීමකට පත්වෙන්න බැහැ,1
100291,මේ කුනුගොඩ හරියට වැඩ කරන් නැහැ.,1
100292,ඇඟිලි එතුම ඉතා දුර්වලය. එය පළමු භාවිතයේදී ඉරී ගියේය. වාසනාවකට තලය ඇඟිල්ලෙන් ගැලවුන අතර කිසිදු හානියක් සිදු නොවීය.,1
100293,"ඇණවුම ආවේ නැත, මුදල් ආපසු දුන්නේද නැත.",1
100294,මට නිෂ්පාදනය ලැබුනේ නැහැ.,1
100295,"ගුණාත්මකභාවය අඩුයි, හරියට මසා නැත, බොත්තමද ගැලවී තිබුනි. මම නැවත මිලදී නොගන්නෙමි",1
100296,ඇනවුම් කර වර්නය නොපැමිනි අතර හරියට ක්‍රියා නොකරයි.,1
100297,ලාම්පු ස්විචය ඉතා සංවේදී ය. ඕනෑම කුඩා ගැස්මකින් පව වුනත් එය දැල්වෙමින් එහි දීප්තිය වෙනස් වේ. එය කරදරකාරී ය.,1
100298,භාන්ඩය ලැබුනේ නැත.,1
100299,"පෙට්ටිය කුඩු වී ඇත, ඇතුළත සියල්ල මුළුමනින්ම කැඩී පැවතුනි.",1
100300,බාල material එකක්. Potos වල තිබ්බ colors වලට වඩා වෙනස්. මිලදී ගැනීම ගැන පසුතැවිලි වේ.,1
100301,ආයෙ ගන්නෑ දන්න කොනෙක්ට ගන්න දෙන්නෙත් නෑ,1
100302,තත්ත්වයෙන් ඉතාමත් පහලයි.අසතුටුදායකයි.,1
100303,මම ඇණවුම් කළ දේ මට ලැබුනේ නැත.,1
100304,විස්තර කර ඇති පරිදි අයිතම වල ගුණාත්මකභාවය හොඳ නැත.,1
100305,"හොඳ ප්‍රමාණයයේ නැත, ඉතා කුඩා ය.",1
100306,"වර්නය හොදයි, නමුත් දුර්වල ගුණාත්මක භාවය ඉත අඩුයි. ඔබේ මුදල් නස්ති කරගන්න එපා.",1
100307,හරියට ක්‍රියාත්මක නොවේ.,1
100308,භාණ්ඩ ඉතා නරක ය.,1
100309,Aduma pilibadawa kisi sethama sathutak na. Qulity ekan baalai. A wagema photos wala tharam lassana colours newei.,1
100310,"ඉතා කුඩයි, මුදල් ඩැමීමට අපහසුයි, පින්තූරයට කිසිඳු ගැලපීමක් නැත",1
100311,ලැබෙන විට පලුදු වී තිබුනි.,1
100312,එම මිලට නොවටී.,1
100313,ඉතාම අඩු quality එකක් තිබුනේ සහ photo එකේ තිබුනු භාණ්ඩය සහ ලැබුණු භාණ්ඩය අතර සෑහිමකට පතිවිය නොහැක.,1
100314,අඩු ගුණාත්මක නිෂ්පාදනයක්. දුරස්ත පාලකය පොල්ලෙන් ඉවතට ගැනීමට යාමේදී පාඑය කැඩුනි. Refund එකක් ඉල්ලමි.,1
100315,කවමදාවත මට ඇනවුම ලැබුනේ නැත.,1
100316,බලාපොරොත්තු වූවාට වඩා අඩු ගුණාත්මක බවින් යුත් නිෂ්පාදන විස්තර කිරීමට අනුකූල නොවේ.,1
100317,"App එක දැනටමත් ස්ථාපනය කර ඇත, සියල්ල හොඳින් කළ අතර ක්‍රියාත්මක නොවීය !!!",1
100318,"ඉතා තුනී ප්ලාස්ටික් වලින් නිමවා ඇත, කුඩා බැටරි තුනක් අවශ්‍යයි. ලැබෙන විටත් පෙට්ටිය කුඩුපට්ටම් වී තිබුනි.",1
100319,භාන්ඩය ලැබෙන විත ගොඩක් හානි වී තිබුනි.,1
100320,මම ඉයර්ෆෝන් 2 ක් ඇණවුම් කළ අතර ලැබුනේ 1 ක් පමණි.,1
100321,"ජරාව මම 2 ක් මිලට ගත්තා, මට 1 යි ලැබුනේ, ඔවුන් මට කියනවා මගේ ලිපිනය දැන ගැනීමට මට වෙනත් දෙයක් මිලදී ගත යුතු බවත්, නරකම බොරුකාරයින්.",1
100322,කොහෙත්ම සාර්‍ථක නැත. ශක්තිමත් නැත.,1
100323,කිසි දිනෙක පැමිණියේ නැත.,1
100324,"මම ඉල්ලූ භාණ්ඩය ආවේ නැත, එය බළල් පනාවකි",1
100325,ඉතා බාල නිමැවුමක්.,1
100326,එහි ඇති ආවරනය දුහුල් වැඩිය.,1
100327,"ඉතා කලකිරීමට පත් වුනෙමි, එය කුඩා ය, භාන්ඩය ලැබෙන විට හානි වී තිබුනි.",1
100328,අවාසනාව නම් මට ඇණවුම නොලැබීමයි. තවද එය බෙදා හරින බව පවසයි. ඉතා නරකයි,1
100329,"නිෂ්පාදිතය නරක ය, අවශ්‍ය ආකෘතියෙන් ඇති අතර, මාගේ දුරකථනයට නොගැලපේ.",1
100330,ඇනවුම් කර මාස තුනක් ගියද තවම ලැබුනේ නැත. ඉතාමත් නරක සේවා සැපයීමක්.,1
100331,"නිෂ්පාදනය පැමිණි අතර එය හානි වී ඇත, තවමත් ආපසු මුදල් ගෙවීමක් කලේ නැත.",1
100332,නිෂ්පාදන වල ගුණාත්මක භාවයකින් තොර වන අතර ලැබීමටද කල් ගියා.,1
100333,මගේ දුරකථනයට එය ගැලපෙන්නේ නැත. එය මගේ දුරකථනයේ display එක ආවරණය නොකරයි.,1
100334,වැරදි key board එකක් පැමිනියේ.,1
100335,දුර්වල සන්නිවේදනයක් සහ ඇදුම හෝ මුදල් ආපසු නොලැබුණි.,1
100336,මම දෙකක් ඇනවුම් කලා. එකක්වත් පැමිනියේ නැහැ.,1
100337,මම දිගු ගවුමක් ඇණවුම් කළ නමුත් කෙටි එක මට ලැබුණි.,1
100338,භාන්ඩය හෝ මුදල් නොලැබිනි.,1
100339,මම ඇණවුම් කළ හා ගෙවූ දේ විකිණුම්කරු මට එව්වේ නැත. මම ඉතා කලකිරීමට පත්ව සිටින අතර මෙම වෙව් අඩවියෙන් කිසිවක් මිලදී නොගනිමි.,1
100340,කොණ්ඩය අඟල් 24 ක් විය යුතු අතර එහි දිග 18 ක් තරම් වේ. මට ලැබුණු නරකම විග් එකයි.,1
100341,මට ලැබෙන විට පෙට්ටිය කැඩී body එක නැතිවී තිබුනි.,1
100342,ඇනවුම් කල භාණ්ඩය කිසි දිනක නොලැබුන අතර විකිනුම් කරුද ප්‍රතිචාර නොදක්වයි.,1
100343,"දුරකථනය ආරෝපනය නොකරයි, කිසිදු චුම්භකයක් රඳවා නොගනී, නිෂ්පාදිතය ගැන මම කලකිරීමට පත් වෙමි",1
100344,මම ඇනවුම් කල ප්‍රමානයෙන් ඇදුම නොලැබීම ගැන කනගාටු වෙමි.,1
100345,මිලදී ගැනීමෙදී සටහන් කර තිබූ මුදලට වඩා වැඩි මුදලක් අය වුනි.,1
100346,"මාස 2 ක් ඇතුළත භාණ්ඩ පැමිණියේ නැත, මුදල් ආපසු දුන්නේද නැත.",1
100347,"මට විවිධ ද්‍රව්‍ය ලැබුණු අතර, ඒවායේ වර්නය වෙනස්ය.",1
100348,එය එතරම් හොද බෑගයක් නොවේ.,1
100349,කවදාවත් ලැබුනේ නැත,1
100350,මට කිසි දිනක භාණ්ඩයක් හෝ මුදල් ආපසු ලැබුණේ නැත,1
100351,"සියලුම ලිපි, පිළිතුරක් නැත, වැරදි ලිපිනයකට යැවීම හේතුවෙන් ලැබුනේ නැත. මෙතැනින් තවදුරටත් ඇණවුම් නොකරමි.",1
100352,"ඉතා කුඩායි, මෙය මට රෙදි ඩයපර් එකක් මිස බ්ලැන්කට්ටුවක් නොවේ.",1
100353,හරිම ජරා ගොඩක්. මේක ගන්න එපා. අහුවෙන්නත් එපා,1
100354,උපකරණය කිසිසේත්ම බලාපොරොත්තු වූ තත්ත්වයේ නොපවතී. සේවාව ඉතාම අසතුටුදායකය.,1
100355,ලැබුනේ නෑ!!! මම මාස 3 ක් පමණ බලා සිටිමි !!!,1
100356,එක් කාචයක් හානි වී ඇත.,1
100357,බලපොරොත්තු වූ ආකාරය නොවේ. මුදල් සඳහා වටිනාකමක් නොලැබුණි.,1
100358,"නිවැරදි කට්ටලයක් නොවේ, මට උපදෙස් තේරෙන්නේ නැත.",1
100359,ප්‍රමාණය කිසිසේත් නොගැලපේ,1
100360,නිෂ්පාදනය මා බලාපොරොත්තු වූ පරිදි නොවේ.,1
100361,ඒක පොඩි වැඩියි. කරුනාකර විකුනුම් කර මේ පිලිබද විස්තරය යාවත්කාලීන කරන්න.,1
100362,"අපහසුයි, රළු රෙදි වර්ගයකින් නිමවඇත.",1
100363,මට නිෂ්පාදනය ලැබුණේ නැහැ,1
100364,උෂ්ණත්වය මනින්නේ නැත. හුදෙක් සැරසිලක් ප්මණයි.,1
100365,"එය සම්පූර්ණයෙන්ම ක්රියා නොකරයි, මට මගේ මුදල් අහිමි විය.",1
100366,"මුද්‍රණය දුර්වලය, ගුණාත්මක භාවය අඩු කළු ප්ලාස්ටික් එකකි.",1
100367,මිලට සාපේක්ෂව ගුණාත්මක බව බින්දුව වේ. මම ගොඩක් කලකිරීමෙන් ඉන්නේ,1
100368,එය හදිසියේ භාවිතයට සුදුසු නොවේ.,1
100369,එය ලැබී දින දෙකක් තුල කැඩුනි. මම ඇත්තටම කල කිරුනි.,1
100370,එය කිසි විටෙකත් මා වෙත නොපැමිණි අතර ඔවුන් එය භාර දුන් බව වාර්තා කළහ. ඔවුන් මුදල් ආපසු දුන්නේ නැත.,1
100371,අන්තිමයි මේවගෙ කිසි කොලිටි එකක් නෑ..අපරාදේ සල්ලි 😒,1
100372,"හොඳයි, නිෂ්පාදනය පැමිණි නමුත් එවෙලේ මම ගෙදර සිටියේ නැත. මා එය විවුර්ත කර බලන විට තිරය කැඩී ඇත!",1
